District code,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,LPG_or_PNG_Households,Christians,LPG_or_PNG_Households,Sikhs,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Buddhists,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Jains,Others_Religions,Rural_Households,Urban_Households,State,District,Latitude,Longitude,sex_ratio,literate_rate
136,Rampur,2335819,1223889,1111930,1043666,630408,413258,1073890,1181337,62281,9201,62281,65316,1576123,491164,258913,384,131112,3847,25960,1307,63,396775,143217,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,110.06888922863848,44.68094488485623
137,Jyotiba Phule Nagar,1840221,963449,876772,983110,600541,382569,1075440,750368,55064,5952,55064,5295,1227283,391275,215849,189,89329,2825,18303,517,21,335888,115486,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,109.88592245190311,53.42347468048675
138,Meerut,3443689,1825743,1617946,2141488,1254520,886968,2183255,1185643,236071,10582,236071,24912,2165117,780475,451827,1855,425624,23717,69473,18544,236,381520,422303,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,112.8432592929554,62.18587102377712
139,Baghpat,1303048,700070,602978,797970,489858,308112,917474,364583,44732,1840,44732,483,817140,283276,194548,161,119121,2989,19999,16139,25,246055,69991,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,116.10208000955258,61.23872643218055
140,Ghaziabad,4681645,2488834,2192811,3123264,1811397,1311867,3414427,1186776,501592,19026,501592,23001,2891069,1139871,559963,3487,695130,78116,179552,16412,265,355407,836316,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,113.49970426087795,66.71296093573946
141,Gautam Buddha Nagar,1648115,890214,757901,1122947,666065,456882,1394025,215500,193902,7366,193902,9261,1015648,402967,188862,895,257586,53181,87188,4518,91,170835,338935,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,117.45782100828472,68.13523328165813
142,Bulandshahr,3499171,1845260,1653911,2031656,1253314,778342,2707195,777407,124641,4088,124641,2765,2246254,753949,472808,669,223922,7865,38225,1572,86,658449,221628,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,111.56948590341318,58.0610664640282
143,Aligarh,3673889,1951996,1721893,2092567,1283380,809187,2904140,729283,153283,7635,153283,5875,2378289,787408,472667,2582,268120,13634,58336,2805,91,582117,275942,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,113.36337391463928,56.957817723943215
145,Mathura,2547184,1367125,1180059,1507746,943346,564400,2310776,216933,107867,3179,107867,2872,1600686,535738,327854,883,281239,8726,37596,2056,126,407488,177802,Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,115.8522582345459,59.19266138606398
146,Agra,4418797,2364953,2053844,2680510,1614594,1065916,3922718,411313,251013,10076,251013,12057,2871903,991255,547873,4049,536402,27183,82012,21508,384,496971,406852,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,115.14764509865402,60.66153299189803
147,Firozabad,2498156,1332046,1166110,1521806,912314,609492,2140745,314812,100919,3370,100919,1804,1621154,543730,312689,3395,196080,5834,31797,19077,61,349747,185621,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,114.22987539768977,60.91717250644075
148,Mainpuri,1868529,993377,875152,1203885,712110,491775,1746649,100723,43074,1729,43074,475,1193660,402321,265638,8814,79022,2642,24451,4161,38,338475,72783,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,113.50908185092419,64.42955929503904
150,Bareilly,4448359,2357665,2090694,2191759,1342697,849062,2830768,1536534,210687,14822,210687,28187,2893965,952233,514141,4371,272830,15164,56575,931,339,631613,362798,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,112.76949185294451,49.271180675840235
151,Pilibhit,2031007,1072002,959005,1061095,654290,406805,1449007,489686,47723,3510,47723,84787,1320476,449673,256276,360,83006,2870,18097,138,45,371752,89638,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,111.78273314529122,52.24477315932441
152,Shahjahanpur,3006538,1606403,1400135,1490930,915142,575788,2412595,527581,91958,4630,91958,51090,1961237,652237,368743,2312,115163,3889,27533,301,84,520289,134714,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,114.73200798494432,49.589594410581206
154,Sitapur,4483992,2375264,2108728,2283733,1397702,886031,3555450,893725,74072,6579,74072,11611,2862383,1000987,588318,2663,102040,3874,34609,1410,79,827583,111319,Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,112.63965765143726,50.93080005495103
155,Hardoi,4092845,2191442,1901403,2221601,1374587,847014,3508131,556219,60689,5822,60689,5688,2598364,905306,559988,6671,95508,3845,32065,446,98,786613,121064,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,115.2539466909435,54.28011566526463
156,Unnao,3108367,1630087,1478280,1773584,1053063,720521,2732016,363453,70484,3574,70484,1204,1893706,706851,453462,920,99466,3476,28719,240,31,596317,121039,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,110.26916416375786,57.05838467594078
157,Lucknow,4589838,2394476,2195362,3127260,1742440,1384820,3537787,985070,469747,20493,469747,23883,2678289,1161686,685258,3877,582769,68506,152257,4975,504,344155,717566,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,109.06975706056679,68.13443088841044
158,Rae Bareli,3405559,1752542,1653017,1965843,1165965,799878,2975998,413243,65080,3634,65080,2424,2116007,776583,506583,722,247856,5184,34788,397,602,705025,73393,Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,106.02080922337763,57.72453215463306
159,Farrukhabad,1885204,1006240,878964,1092677,654827,437850,1596278,276846,59209,3137,59209,3160,1224584,411153,246795,3161,88081,2624,18733,487,100,316647,94843,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,114.4802289968645,57.96067693469779
160,Kannauj,1656616,881776,774840,1017087,603596,413491,1375788,273967,32510,1263,32510,504,1069916,361028,223535,2033,61491,2488,18082,606,65,299785,65985,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,113.80104279593206,61.3954591770211
161,Etawah,1581810,845856,735954,1062003,623583,438420,1457892,113961,47520,1362,47520,1045,979633,362026,237786,1733,113098,2964,21506,3917,94,265643,85483,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,114.9332702859146,67.13846795759288
162,Auraiya,1379545,740040,639505,930836,546198,384638,1273546,101963,32687,1004,32687,371,856336,320763,202054,332,65479,2404,14279,228,444,255836,58438,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,115.72075276972033,67.47413096346983
163,Kanpur Dehat,1796184,963255,832929,1170243,692964,477279,1612968,176327,23831,1300,23831,478,1100820,415918,276272,819,49753,2682,25354,155,103,363933,41323,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,115.64671178455788,65.15162143744739
165,Jalaun,1689974,906092,783882,1075196,653430,421766,1509708,171581,42616,1148,42616,463,1002817,410090,274954,2875,104176,2217,18615,256,145,304856,91565,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,115.59035671185205,63.622043889432625
166,Jhansi,1998603,1057436,941167,1304513,783705,520808,1823930,147842,94342,7050,94342,4951,1171301,510728,308331,1203,183340,8517,40774,7328,311,309592,195321,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,112.3537055591622,65.27124196251081
167,Lalitpur,1221592,641011,580581,641191,397586,243605,1163804,33724,20720,1351,20720,1034,793551,265080,159666,69,77082,1079,9906,20390,41,258013,43819,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,110.40853903245198,52.48814661523651
169,Mahoba,875958,466358,409600,488106,302283,185823,815142,57454,12874,965,12874,389,527067,201394,137393,94,42936,1316,11298,234,157,198298,48525,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,113.85693359375,55.72253464207188
170,Banda,1799410,965876,833534,1002937,630626,372311,1637549,157612,26907,1367,26907,231,1120432,408527,265310,168,73522,1655,18612,916,50,378056,67569,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,115.87721676620271,55.73699156945888
171,Chitrakoot,991730,527721,464009,531072,330339,200733,955372,34559,11637,693,11637,63,638046,214228,136669,101,41046,827,9437,285,27,207237,23558,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,113.73076815320393,53.55005898782935
172,Fatehpur,2632733,1384722,1248011,1512166,911003,601163,2274674,350700,43492,2201,43492,402,1624830,603831,395547,172,75263,3385,33501,199,47,558807,77733,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,110.9543104988658,57.437119525603244
174,Kaushambi,1599596,838485,761111,813424,507279,306145,1372381,220423,22034,2225,22034,522,1034099,336401,210556,687,43753,1503,15029,545,3,349856,30764,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,110.16592849137643,50.851840089622634
175,Allahabad,5954391,3131807,2822584,3665727,2199340,1466387,5102041,796756,204357,13782,204357,4377,3764404,1335224,818137,4391,391542,24122,85491,2247,305,983266,265304,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,110.95531612168142,61.56342437035123
176,Bara Banki,3260699,1707073,1553626,1692458,1010518,681940,2505444,737106,60554,4857,60554,2090,2043335,709494,445269,1553,108116,3159,26293,3016,211,635840,79068,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,109.87670134253675,51.90476029832867
177,Faizabad,2470996,1259628,1211368,1450901,838339,612562,2094271,365806,58328,3225,58328,1912,1534832,543148,367332,737,127754,4746,28625,358,185,510378,79288,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,103.9839256113749,58.71725409510983
178,Ambedkar Nagar,2397888,1212410,1185478,1486939,846676,640263,1985654,401678,21512,2536,21512,869,1499494,515229,367234,1817,99581,2509,27308,235,33,501559,65031,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,102.27182621693527,62.010360784156724
179,Sultanpur,3797117,1914586,1882531,2239902,1300248,939654,3119590,650261,55055,4453,55055,1629,2376875,828222,580164,9989,233701,5956,44008,426,336,839737,49891,Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,101.70276080447016,58.9895439092343
180,Bahraich,3487731,1843884,1643847,1398368,878285,520083,2291892,1169330,38940,6400,38940,8212,2275746,754346,446242,2793,85814,2681,35463,1177,38,698520,61742,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,112.16883323082986,40.09391779354543
182,Balrampur,2148665,1114721,1033944,868357,544943,323414,1333242,805975,16229,3228,16229,900,1415213,442339,283947,1866,57400,1551,15510,198,87,410070,35768,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,107.8125120896296,40.413791819571685
183,Gonda,3433919,1787146,1646773,1679994,1034181,645813,2739076,678615,45517,4735,45517,1893,2223078,734903,464584,649,104084,4313,31811,338,57,673578,52794,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,108.52412566880803,48.92351858037421
185,Basti,2464464,1255272,1209192,1393783,819719,574064,2082976,364510,37593,3493,37593,900,1574037,519265,363891,9753,108101,3423,30244,107,99,513960,31065,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,103.81080920151638,56.55521849781535
186,Sant Kabir Nagar,1715183,869656,845527,954949,567098,387851,1300586,404410,17671,1766,17671,447,1108368,352395,250502,4393,79525,2031,19729,95,35,324972,27179,Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,102.8537231809274,55.67621647369406
188,Gorakhpur,4440895,2277777,2163118,2700328,1593890,1106438,4009037,403847,149727,9662,149727,2123,2755630,992114,659677,2848,296619,14597,65360,460,207,761958,189170,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,105.30063547157391,60.805941144746726
189,Kushinagar,3564544,1818055,1746489,1954820,1183722,771098,2928462,620244,29304,5006,29304,767,2236842,772777,500373,4619,127331,3486,35931,383,133,742324,42775,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,104.09770688507056,54.84067527291009
190,Deoria,3100946,1537436,1563510,1875239,1079288,795951,2730957,358539,60348,3626,60348,818,1946336,664708,481219,1182,150001,4469,36068,209,146,597778,67928,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,98.33234197414791,60.47312658782191
191,Azamgarh,4613913,2285004,2328909,2771917,1559414,1212503,3878626,718692,49699,3810,49699,719,2930243,965876,699954,5652,183381,6652,47324,183,226,891024,80434,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,98.11478250116255,60.077357332051996
192,Mau,2205968,1114709,1091259,1363044,773082,589962,1769937,428555,40087,2109,40087,340,1402738,467343,323260,564,149908,2656,26716,155,129,352207,99321,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,102.1488940755586,61.788928941852284
193,Ballia,3239774,1672902,1566872,1963590,1160960,802630,3004240,213440,62157,4463,62157,892,1975934,724362,502628,1595,119972,4672,42969,233,64,564927,64454,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,106.7669854333985,60.608857284489595
194,Jaunpur,4494204,2220465,2273739,2731677,1565394,1166283,3981502,483750,56508,4947,56508,1286,2826453,927026,689979,7898,181467,8002,52398,349,114,926088,80582,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,97.6569870156601,60.782220833767234
195,Ghazipur,3620268,1855075,1765193,2197549,1293553,903996,3233790,368153,36798,4181,36798,810,2234593,774130,556273,3145,105767,5309,50180,213,184,700173,61467,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,105.09190779705109,60.70127957377741
196,Chandauli,1952756,1017905,934851,1174606,699454,475152,1727869,215081,32433,2153,32433,1389,1222695,437000,287767,340,99602,3492,20762,100,1175,344937,50822,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,108.88419651901746,60.15119144429719
197,Varanasi,3676841,1921857,1754984,2403903,1389116,1014787,3107681,546987,202055,7696,202055,3309,2260457,856070,531549,1146,336056,19214,57583,1898,298,438935,316129,Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,109.50851973579245,65.37957447711229
199,Mirzapur,2496970,1312302,1184668,1428683,865837,562846,2292534,195765,43500,2373,43500,1133,1590528,552177,346773,341,145997,4447,24518,701,27,465152,77963,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,110.7738201757792,57.216666599919094
200,Sonbhadra,1862559,971344,891215,985708,601988,383720,1738769,103567,40467,3963,40467,1649,1203938,418914,237866,1747,95582,5149,25220,487,1907,337048,91040,Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,108.99098421817406,52.92224300008751
201,Etah,1774480,947339,827141,1055202,647042,408160,1611126,146346,37027,2464,37027,708,1149372,383707,237427,2887,69591,2635,19712,5671,18,334246,67752,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,114.53174247196065,59.4654208556873
203,Pashchim Champaran,3935042,2061110,1873932,1759481,1091226,668255,3047427,865090,38414,8469,38414,926,2544205,888205,497793,1337,57546,3495,41143,296,1895,839514,96620,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,109.98851612545172,44.713144103671574
204,Purba Champaran,5099371,2681209,2418162,2276957,1407603,869354,4086453,990349,52358,4865,52358,668,3316422,1122340,648009,878,74979,7719,70258,464,104,1142260,101565,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,110.87797260894845,44.65172273207813
205,Sheohar,656246,346673,309573,283698,171645,112053,552492,99342,3983,522,3983,216,421241,139909,93398,73,10004,478,6698,52,44,158484,7516,Bihar,Sheohar,26.458380748663107,85.29539411764709,111.98424927238486,43.23043492836528
206,Sitamarhi,3423574,1803252,1620322,1436794,885188,551606,2672311,740101,39465,2897,39465,261,2206340,739982,449035,253,66263,3460,42461,188,20,807294,49670,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,111.28973130032178,41.96766303284229
207,Madhubani,4487379,2329313,2158066,2155338,1340085,815253,3652168,818912,47090,3262,47090,564,2860455,1009424,611899,328,113281,5319,65548,442,169,1047552,41234,Bihar,Madhubani,26.41380538172716,86.16328360450552,107.93520680090414,48.03111125670464
208,Supaul,2229076,1155283,1073793,1033283,647672,385611,1809936,409251,12111,3758,12111,271,1453438,495020,277610,136,51028,1845,25078,546,42,572287,27815,Bihar,Supaul,26.28157893772896,86.78496465201461,107.58898595911874,46.35476762568885
209,Araria,2811569,1463333,1348236,1195768,727643,468125,1593525,1207442,17004,4116,17004,371,1872943,612012,324091,187,43290,2561,29796,1910,63,659061,44213,Bihar,Araria,26.211528119180603,87.30766554934816,108.53685853218576,42.530274021373835
210,Kishanganj,1690400,866970,823430,745056,439921,305135,531236,1149095,11715,5783,11715,398,1139615,361114,188447,183,58718,1093,14073,1476,28,401793,43357,Bihar,Kishanganj,26.324336758321294,87.95045007235886,105.28763829347972,44.07572172266919
211,Purnia,3264619,1699370,1565249,1332326,805261,527065,1989420,1255641,33688,7989,33688,614,2155512,696556,372692,353,86058,4170,33664,1450,650,712847,85749,Bihar,Purnia,25.81714801901739,87.40447606973065,108.56866862716413,40.81107167482637
212,Katihar,3071029,1600430,1470599,1280190,762256,517934,1684589,1365645,32570,8659,32570,2754,2054202,660403,353483,212,60900,2941,27263,507,2141,668232,69838,Bihar,Katihar,25.56565356037151,87.70466083591326,108.82844337579449,41.68602771253544
213,Madhepura,2001762,1047559,954203,834577,517666,316911,1753829,241760,12302,1342,12302,170,1311771,444235,242382,60,23236,1397,23309,133,81,486278,24000,Bihar,Madhepura,25.77341929460581,86.8978443983403,109.78366238630564,41.692119242946966
214,Saharsa,1900661,997174,903487,804996,506374,298622,1629254,266620,21651,1292,21651,197,1249692,415863,233870,60,41342,1668,19415,109,8,432651,38046,Bihar,Saharsa,25.821270696721303,86.54670819672135,110.36949065122133,42.35347597493714
215,Darbhanga,3937385,2059949,1877436,1816634,1125566,691068,3042729,881476,59510,3534,59510,832,2535344,865971,529314,245,127442,6280,53205,236,101,907174,95539,Bihar,Darbhanga,26.146187719298258,85.97387352472099,109.72139662816735,46.138084032930486
216,Muzaffarpur,4801062,2527497,2273565,2509232,1487117,1022115,4032773,745546,87796,5149,87796,933,3016735,1079189,697108,288,180651,10290,73012,382,98,998694,120700,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,111.16889114672333,52.264103233826184
217,Gopalganj,2562012,1267666,1294346,1382998,793905,589093,2119262,436057,31193,2463,31193,271,1642807,546202,370662,167,69375,3707,33596,133,28,515925,38133,Bihar,Gopalganj,26.44874364161851,84.34636127167629,97.93872735729087,53.98093373489273
218,Siwan,3330464,1675090,1655374,1930175,1115906,814269,2712635,608282,42384,2618,42384,369,2115448,713597,498299,407,52935,3834,37833,359,86,632514,41858,Bihar,Siwan,26.1736372013652,84.33766552901022,101.19102994247827,57.95513778260326
219,Saran,3951862,2022821,1929041,2157454,1285767,871687,3534772,406449,51822,2330,51822,371,2516115,847031,585386,229,94787,4509,37442,322,107,701323,76299,Bihar,Saran,25.89656077844312,84.82266287425155,104.86148298558713,54.59335371528662
220,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,3152346,333980,47300,2203,47300,707,2176701,759132,486032,362,70001,4810,39564,246,71,699317,51494,Bihar,Vaishali,25.8134703180212,85.39247597173153,111.75708245934834,55.12813799974307
221,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,3800598,452370,46123,2126,46123,554,2766930,913339,568812,292,88021,5379,50918,231,112,1012979,43486,Bihar,Samastipur,25.793205563909765,85.94833323308269,109.76784869580712,50.28386278659066
222,Begusarai,2970541,1567660,1402881,1548673,918507,630166,2554330,407348,49493,2209,49493,402,1951688,644874,369996,229,120373,4644,43127,276,57,594377,139248,Bihar,Begusarai,25.54302613168723,86.12560144032932,111.74575748049907,52.13437552284247
223,Khagaria,1666886,883786,783100,768028,461153,306875,1486989,175588,15401,1253,15401,143,1114645,355531,195796,79,40641,1580,21654,86,115,373696,21007,Bihar,Khagaria,25.53558891454964,86.56593256351037,112.85736176733494,46.07561644887533
224,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,2487866,537098,63241,3556,63241,415,1952879,674660,397654,180,174534,6764,46929,1050,32,522527,130634,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,113.61082847023036,51.78364627163514
225,Banka,2034763,1067140,967623,965321,590961,374360,1772655,250925,15459,6138,15459,139,1291235,462080,278863,113,62359,1704,22300,94,1035,425604,18492,Bihar,Banka,24.832355642023337,86.8664916342413,110.28468732140513,47.44144649770023
226,Munger,1367765,729041,638724,801817,473741,328076,1252319,110416,49141,1815,49141,338,860147,316713,188319,95,90461,2653,17946,145,61,222281,85782,Bihar,Munger,25.198537962962963,86.54173672839504,114.14022332024474,58.62242417374329
227,Lakhisarai,1000912,526345,474567,507270,305182,202088,956396,40886,12938,487,12938,140,650642,218840,130655,52,44491,1186,8862,78,52,175882,31763,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,110.91057743163768,50.68077912943396
228,Sheikhpura,636342,329743,306599,328676,196431,132245,596102,37653,6803,313,6803,75,413475,136898,85045,41,20065,631,8873,43,31,108293,24345,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,107.54862214162473,51.65084184290837
229,Nalanda,2877653,1497060,1380593,1519933,919558,600375,2669775,198033,43761,1978,43761,393,1829128,642197,403129,414,101378,4156,43848,561,64,514141,102522,Bihar,Nalanda,25.229345508982053,85.48053113772461,108.43601264094487,52.818494794195125
230,Patna,5838465,3078512,2759953,3459679,2028047,1431632,5356075,439952,321307,12551,321307,4803,3626564,1382654,815638,1062,546859,40692,132582,2151,203,657991,552103,Bihar,Patna,25.40297114503818,85.3198433587787,111.54218930539759,59.25665393215511
231,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,2518216,197819,45763,2165,45763,544,1722387,613072,387389,647,62153,3661,34658,1472,48,434559,77368,Bihar,Bhojpur,25.50666439393939,84.49407803030304,110.19647511184283,58.61116028510409
232,Buxar,1706352,887977,818375,989807,593544,396263,1591454,105423,27362,2125,27362,248,1074754,375372,253998,5090,46760,1784,19324,97,57,299252,35405,Bihar,Buxar,25.48593018867924,84.08808081760995,108.50490300901177,58.00719898356259
234,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,2645415,300487,41659,2889,41659,2569,1875174,673742,407193,1584,114893,4594,36279,252,537,512383,95678,Bihar,Rohtas,24.99170460829495,83.9350762672811,108.97885583730829,60.806819648382145
235,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,24106,2218,24106,295,1626969,564571,340948,334,44456,2362,31168,775,19,428291,49006,Bihar,Aurangabad,24.774291867469877,84.45986024096379,107.96593059213731,57.71495543632014
235,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,24106,2218,24106,295,1626969,564571,340948,334,44456,2362,31168,775,19,428291,49006,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,107.96593059213731,57.71495543632014
515,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,246324,15991,246324,5142,2211996,909771,571932,309093,589477,23258,69937,30981,1005,551789,427343,Bihar,Aurangabad,24.774291867469877,84.45986024096379,108.31015981985723,67.64783121091557
515,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,246324,15991,246324,5142,2211996,909771,571932,309093,589477,23258,69937,30981,1005,551789,427343,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,108.31015981985723,67.64783121091557
236,Gaya,4391418,2266566,2124852,2297613,1368803,928810,3876395,488121,57738,3943,57738,913,2810026,936630,537333,870,112617,6856,57011,1723,108,696289,111282,Bihar,Gaya,24.7266541547278,84.94291217765044,106.6693586188591,52.32052608064184
237,Nawada,2219146,1144668,1074478,1091012,659474,431538,1964620,244394,20522,1299,20522,250,1440781,485628,288805,176,31162,1841,28411,279,80,379551,45323,Bihar,Nawada,24.825708836206903,85.61594568965519,106.53247437360281,49.163597167559054
238,Jamui,1760405,916064,844341,858588,534385,324203,1525746,217621,12984,8443,12984,162,1135919,392052,227016,159,32633,1839,22414,87,3438,325909,30851,Bihar,Jamui,24.78418380462726,86.26316298200514,108.49455374072798,48.77218594584769
239,Jehanabad,1125313,585582,539731,618881,374412,244469,1045117,75742,15507,691,15507,148,714244,254582,155106,248,27641,1106,11302,60,58,186660,28132,Bihar,Jehanabad,25.155679045643165,84.9208124481328,108.4951577730388,54.99634323961422
245,Tawang,49977,29151,20826,26073,17720,8353,11842,787,3794,776,3794,1164,30709,13849,5399,34920,8635,96,494,72,349,10730,2452,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,139.9740708729473,52.169998199171616
246,West Kameng,83947,46155,37792,48492,29566,18926,31265,1970,7133,8466,7133,328,53026,22362,8493,36087,14188,202,887,71,5556,17889,6306,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,122.12902201524132,57.76501840446948
247,East Kameng,78690,38775,39915,38449,21599,16850,12333,652,3583,37136,3583,36,53752,17922,6960,452,5318,57,885,23,27868,14503,5215,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,97.14393085306276,48.861354682933026
248,Papum Pare,176573,89182,87391,121048,65794,55254,57027,6148,22966,84397,22966,310,120592,43812,11856,4768,30539,2477,7418,139,22586,20308,30180,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,102.0494101223238,68.55408244748631
249,Upper Subansiri,83448,41758,41690,45278,24807,20471,13474,521,3123,8779,3123,28,56054,20055,7230,297,5373,139,750,11,59449,14542,4672,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,100.16310865915088,54.25893969897421
250,West Siang,112274,58168,54106,64746,36777,27969,15881,2218,6115,29969,6115,577,70415,28305,13469,3311,14204,303,1300,49,60005,22272,8503,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,107.50748530662034,57.66784829969539
251,East Siang,99214,50116,49098,62576,34210,28366,27854,2289,4866,18254,4866,69,61993,25334,11802,776,14231,450,1582,30,49393,19497,9524,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,102.07340421198418,63.07174390710988
252,Upper Siang,35320,18699,16621,18195,10723,7472,5261,411,1504,5643,1504,27,21090,8910,5252,2577,6198,97,392,7,20967,8569,2182,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,112.50225618193852,51.514722536806346
253,Changlang,148226,76948,71278,73174,44027,29147,47683,2134,4762,35969,4762,94,96630,35018,16414,50381,14593,170,1486,95,11738,33422,6498,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,107.9547686523191,49.3665079000985
254,Tirap,111975,57604,54371,47974,29313,18661,20682,1103,3104,83361,3104,61,71785,25669,14423,778,16026,98,888,43,5325,18420,6500,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,105.94618454690921,42.843491850859564
255,Lower Subansiri,83030,41843,41187,54057,29470,24587,9551,1482,4211,34402,4211,27,55258,20305,7412,193,12493,381,1598,13,37085,18112,5365,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,101.59273557190376,65.1053835962905
256,Kurung Kumey,92076,45318,46758,36606,20258,16348,4859,471,586,51189,586,43,64379,20713,6836,121,3911,95,969,81,34158,18603,1092,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,96.92031310150135,39.756288283591815
258,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,28915,2247,3068,9213,3068,33,35140,13254,5652,2932,5932,207,742,19,10393,12000,3950,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,107.78422407499903,58.89238165680474
259,Lohit,145726,76221,69505,83062,48380,34682,99020,3846,6549,10684,6549,210,94890,35493,15195,24452,17157,312,1471,104,7277,33599,11372,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,109.66261420041722,56.998751080795465
