District code,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,LPG_or_PNG_Households,Christians,LPG_or_PNG_Households,Sikhs,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Buddhists,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Jains,Others_Religions,Rural_Households,Urban_Households,State,District,Latitude,Longitude,sex_ratio,literate_rate
261,Mon,250260,131753,118507,119626,67432,52194,8102,3444,1080,236494,1080,84,168773,53600,27437,1256,14398,178,2844,314,1,43607,7415,Nagaland,Mon,26.69207374301676,95.03072988826828,111.17739880344621,47.80068728522337
262,Mokokchung,194622,101092,93530,159494,83479,76015,9840,2057,7236,181847,7236,78,111243,52853,30363,442,40154,537,2728,66,6,37536,17742,Nagaland,Mokokchung,26.478911764705888,94.522426006192,108.08510638297872,81.95065306080505
263,Zunheboto,140757,71217,69540,102881,53504,49377,2580,772,1433,136995,1433,39,91709,32267,16730,286,28846,261,2008,6,2,31267,6044,Nagaland,Zunheboto,26.028178205128206,94.50026666666668,102.41156169111304,73.09121393607423
264,Wokha,166343,84505,81838,128208,67385,60823,5605,2043,3228,158236,3228,34,106951,40510,18811,318,25268,198,1757,8,20,38499,8170,Nagaland,Wokha,26.202611551155112,94.1990815181518,103.25887729416652,77.07447863751405
265,Dimapur,378811,197394,181417,278037,150142,127895,108900,31212,42378,234239,42378,566,243392,98601,36618,1270,71413,3303,12077,2148,157,49116,62853,Nagaland,Dimapur,25.814176811594223,93.75074057971014,108.80678216484674,73.39728782955089
266,Phek,163418,83743,79675,105893,57926,47967,3563,950,2073,158224,2073,31,108514,37842,16969,350,36182,170,1558,17,198,38903,7295,Nagaland,Phek,25.63272986577182,94.56814563758392,105.10574207718857,64.79885936677722
267,Tuensang,196596,101933,94663,117511,63653,53858,2979,1052,773,191864,773,27,134573,43210,18762,572,24998,155,2251,5,1,40690,9451,Nagaland,Tuensang,26.21104453280316,94.85809880715708,107.67987492473301,59.77283362835459
270,Kohima,267988,138966,129022,197489,107038,90451,25496,4384,20712,234955,20712,998,173701,68485,25557,1519,50724,1928,7982,80,335,31845,44255,Nagaland,Kohima,25.60311428571428,93.78600657596373,107.7072127234115,73.69322506977925
272,Senapati,479148,247323,231825,264477,148012,116465,43833,1649,2430,426819,2430,140,314439,111516,52008,2409,22798,256,2170,53,1243,38008,1826,Manipur,Senapati,25.08465586034914,94.03366234413956,106.68521514073115,55.19735029677678
273,Tamenglong,140651,72371,68280,85006,47403,37603,2995,589,1229,134760,1229,59,90273,33290,16924,425,11541,125,1362,57,1144,23982,4119,Manipur,Tamenglong,24.98312942238265,93.49450740072204,105.99150556531927,60.43753688206981
274,Churachandpur,274143,138820,135323,195935,104013,91922,12034,2886,13371,254979,13371,152,168608,67802,37096,495,29894,837,4496,87,2333,52972,4853,Manipur,Churachandpur,24.30309718875504,93.38671506024085,102.58418746258951,71.4718230996232
275,Bishnupur,237399,118782,118617,156333,87313,69020,175102,18691,11393,4264,11393,56,135220,62907,38815,76,34364,676,3447,16,38457,34977,21172,Manipur,Bishnupur,24.50712111801243,93.8246236024845,100.13910316396468,65.85242566312411
276,Thoubal,422168,210845,211323,269304,152617,116687,267146,107323,15994,4322,15994,106,251975,107196,62060,114,49507,880,5110,24,42347,65961,38302,Manipur,Thoubal,24.545392553191498,93.97959893617023,99.7738059747401,63.79071838699285
279,Ukhrul,183998,94718,89280,129829,70148,59681,7553,1115,1659,174112,1659,108,113715,43646,25165,635,14026,276,2437,70,32,36084,5806,Manipur,Ukhrul,25.05900314960629,94.44129566929138,106.09094982078852,70.56000608702269
280,Chandel,144182,74579,69603,90302,51053,39249,10810,3086,1424,129049,1424,136,86255,39324,18329,400,18764,184,1782,59,354,30377,3783,Manipur,Chandel,24.2635812987013,94.09443844155844,107.14911713575563,62.630564148090606
281,Mamit,86364,44828,41536,60191,32977,27214,2989,1782,4010,69104,4010,13,55914,20082,10318,12328,12158,90,1073,25,19,16726,4129,Mizoram,Mamit,23.73852942502819,92.4330803833147,107.92565485362096,69.69454865453199
282,Kolasib,83955,42918,41037,65895,34147,31748,4000,4426,8787,75210,8787,16,52147,20576,11167,108,14853,367,1986,2,46,9669,12507,Mizoram,Kolasib,24.2020004347826,92.73470391304348,104.58366839681264,78.48847596926926
283,Aizawl,400309,199270,201039,340595,169547,171048,13249,5264,64710,379134,64710,105,235892,108094,56092,1570,79804,4019,21093,76,505,20570,80341,Mizoram,Aizawl,23.90781335453101,92.85359459459472,99.12007122996036,85.08302336445097
284,Champhai,125745,63388,62357,100802,51440,49362,1075,699,9115,123446,9115,9,78778,29690,17189,151,23948,186,2263,45,194,18395,12717,Mizoram,Champhai,23.54166580976866,93.24221799485862,101.6533829401671,80.16382361127678
285,Serchhip,64937,32851,32086,54476,27598,26878,991,335,5511,63444,5511,6,39568,15894,9404,60,12315,131,987,9,35,7472,8018,Mizoram,Serchhip,23.263864705882344,92.914158496732,102.38421741569532,83.89054006190617
286,Lunglei,161428,82891,78537,121122,64515,56607,5231,1290,14037,127124,14037,74,100250,39690,21424,27543,26394,482,3725,93,5,21479,17315,Mizoram,Lunglei,23.007717036172675,92.63512555425892,105.54388377452666,75.03159303218773
287,Lawngtlai,117894,60599,57295,62861,36444,26417,1668,522,5213,63892,5213,52,80723,25303,11831,51549,9283,162,1329,122,2,21993,5273,Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,105.76664630421502,53.31993146385736
288,Saiha,56574,28594,27980,42233,21861,20372,933,514,4783,54977,4783,11,37127,12784,6636,102,7400,168,1194,4,2,7043,5784,Mizoram,Saiha,22.35744801061008,93.02827931034489,102.19442458899212,74.650899706579
289,West Tripura,1725739,879428,846311,1361354,722998,638356,1512801,152791,103228,53622,103228,499,940424,499719,284637,2128,314567,6394,36186,362,430,289621,217016,Tripura,West Tripura,23.780166241299337,91.41310788863107,103.9131005032429,78.88527755355823
290,South Tripura,876001,447544,428457,646810,351082,295728,736015,49258,20246,39258,20246,245,505558,236676,133424,49420,133744,948,10393,106,808,219171,44906,Tripura,South Tripura,23.211874098057383,91.6065807585568,104.45482277101318,73.83667370242728
291,Dhalai,378230,194544,183686,276217,151643,124574,307120,8256,5532,22940,5532,175,232286,95548,50269,39120,46875,273,5067,85,206,89457,14071,Tripura,Dhalai,23.781360477941163,91.94654283088232,105.91117450431715,73.0288448827433
292,North Tripura,693947,352860,341087,520402,275646,244756,507967,105737,19631,44062,19631,151,414878,178608,100274,34717,81601,997,10310,307,70,150437,42184,Tripura,North Tripura,24.121739755351683,92.17842538226292,103.4516120520571,74.99160598720074
293,West Garo Hills,643291,324159,319132,358702,193438,165264,122936,106788,10006,389956,10006,209,427629,143604,70599,3392,51301,1630,8872,144,16950,139351,18594,Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,101.57521025782434,55.76045677617129
294,East Garo Hills,317917,161223,156694,192147,102513,89634,17272,3359,1839,289708,1839,56,216742,70424,29926,1004,24550,288,2368,38,5617,62698,11518,Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,102.89034679055995,60.439359958731366
295,South Garo Hills,142334,73170,69164,82062,45003,37059,7036,1050,482,132984,482,27,97082,30605,14495,332,10940,179,1625,10,362,35930,3713,Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,105.79203053611705,57.654530892126964
296,West Khasi Hills,383461,193715,189746,230678,117307,113371,6498,1533,476,366881,476,58,278569,69988,33431,1313,32873,149,2462,38,5878,74832,12299,Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,102.09174369947192,60.15683472373984
298,East Khasi Hills,825922,410749,415173,578030,287270,290760,144935,14185,41496,543394,41496,2495,545961,192428,86576,3111,135941,5032,19306,303,115597,106248,108843,Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,98.9344201092075,69.98602773627533
299,Jaintia Hills,395124,196285,198839,187527,87371,100156,12456,1646,7150,271596,7150,34,291097,72934,30362,284,41677,510,4333,45,107559,76546,7171,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,98.71554373136054,47.46029094663954
300,Kokrajhar,887142,452905,434237,489305,275220,214085,529068,252271,15089,101091,15089,93,552671,224715,108956,1718,41373,1218,14063,396,123,204896,17115,Assam,Kokrajhar,26.497246635730868,90.13997470997688,104.29903485884435,55.15520626912039
302,Goalpara,1008183,513292,494891,563577,304302,259275,347878,579929,21455,77862,21455,771,650509,239831,117427,194,78641,1364,13524,477,103,228610,39504,Assam,Goalpara,26.017277777777807,90.59869891598912,103.71819249087173,55.90026810608788
303,Barpeta,1693622,867004,826618,897058,499038,398020,492966,1198036,50806,1020,50806,112,1072312,405046,215355,49,84804,2078,25286,399,14,447189,52192,Assam,Barpeta,26.427872264631056,90.97912010178116,104.88569085115496,52.9668367557814
305,Nagaon,2823768,1439112,1384656,1710716,921850,788866,1225246,1563203,89206,26844,89206,3036,1778277,678034,366112,1073,195631,5121,45956,1162,61,674999,124186,Assam,Nagaon,26.26462170626351,92.9306191144708,103.93281797067286,60.582739091880065
306,Sonitpur,1924110,983904,940206,1108572,620525,488047,1422824,350536,70047,138166,70047,1363,1159991,501239,261648,5088,133368,4358,31254,1003,221,483325,64528,Assam,Sonitpur,26.73514926829268,92.85197804878044,104.64770486467859,57.614793333021495
307,Lakhimpur,1042137,529674,512463,683486,375552,307934,797130,193476,32104,46217,32104,412,639385,268872,133615,1074,60296,1948,15011,250,2410,293239,34694,Assam,Lakhimpur,27.14128805970149,94.0775949253732,103.35848636877199,65.58504304136596
308,Dhemaji,686133,351249,334884,423028,237761,185267,655052,13475,16547,8711,16547,297,434221,169630,82051,911,28195,1192,10410,167,6315,211758,16504,Assam,Dhemaji,27.586533438485816,94.71336908517353,104.8867667610277,61.65393589872517
309,Tinsukia,1327929,680231,647698,798322,453449,344873,1181347,48373,70471,76877,70471,1999,799874,352158,175377,16228,161718,5135,27948,837,395,290704,90910,Assam,Tinsukia,27.53549291139241,95.69055949367085,105.02286559476792,60.11782256430879
310,Dibrugarh,1326335,676434,649901,884531,491361,393170,1198401,64526,76292,52968,76292,2261,767147,371864,186774,4673,136685,8817,34479,1055,46,299852,77163,Assam,Dibrugarh,27.30612284482757,95.0998282327587,104.08262181470715,66.68986342062902
312,Jorhat,1092256,556805,535451,794929,432335,362594,1008219,54684,71639,21051,71639,1540,604908,315550,171062,2378,122063,5651,26357,719,578,286330,80824,Assam,Jorhat,26.76244824016563,94.30197722567289,103.98803998871979,72.7786343128351
313,Golaghat,1066888,543161,523727,721764,396475,325289,917426,90312,40889,50582,40889,1131,629153,289085,148244,3863,82345,3073,17636,530,1347,292893,34190,Assam,Golaghat,26.377219709794485,93.82583397823468,103.71071187851686,67.6513373475004
314,Karbi Anglong,956313,490167,466146,557214,314253,242961,766000,20290,18763,157789,18763,370,618633,233739,103123,6260,53918,1923,11340,397,3568,215691,37185,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,105.15310653743677,58.26690633715113
316,Cachar,1736617,886284,850333,1174128,639946,534182,1038985,654816,62135,37635,62135,280,1048990,444899,241776,341,140205,5316,37541,1673,98,346227,88933,Assam,Cachar,24.815570668693017,92.86849650455927,104.2278730803109,67.61007176596797
317,Karimganj,1228686,625864,602822,795297,435942,359355,521962,692489,28261,11990,28261,114,779850,284368,163990,446,70951,1933,24699,524,110,261945,32695,Assam,Karimganj,24.69660712250711,92.3679498575498,103.82235552119863,64.72744053403392
318,Hailakandi,659296,337890,321406,407366,226836,180530,251194,397653,11035,8480,11035,84,419921,156243,82841,490,44143,1211,10615,247,636,159215,16202,Assam,Hailakandi,24.457496089385486,92.59154664804475,105.12871570536953,61.78802844245984
319,Bongaigaon,738804,375818,362986,434078,237114,196964,359145,371033,29937,5924,29937,384,458796,184849,94939,236,49866,2523,12959,871,9,181923,38470,Assam,Bongaigaon,26.45012521994133,90.6734296187684,103.53512256671056,58.75414859692151
321,Kamrup,1517542,778461,739081,995319,550219,445100,877495,601784,70272,33297,70272,319,895775,408232,212740,185,122191,3109,23468,1330,55,390596,43849,Assam,Kamrup,26.170939452054807,91.58863273972592,105.32823871808368,65.58757517090137
323,Nalbari,771639,396006,375633,531771,293184,238587,491582,277488,37849,429,37849,62,442061,211320,117809,27,68313,1631,12360,1004,9,210706,28238,Assam,Nalbari,26.46323767605632,91.40598521126763,105.42364488743002,68.91447943921963
325,Darrang,928500,475273,453227,487039,268666,218373,327322,597392,17676,1688,17676,431,583436,226525,118102,57,45444,1166,12084,724,19,268517,20189,Assam,Darrang,26.58463215962442,92.04141338028155,104.86422918316869,52.4543887991384
327,Darjiling,1846823,937259,909564,1315585,717673,597912,1366681,105086,141897,141848,141897,2032,1031221,523288,289979,209240,297176,10943,38065,1840,15523,303284,215675,West Bengal,Darjiling,26.839619571045585,88.33145067024122,103.04486545201877,71.23503443481049
328,Jalpaiguri,3872846,1983064,1889782,2498780,1396622,1102158,3156781,445817,138522,186279,138522,2994,2259507,1035449,575667,50676,382500,9322,48818,1461,23816,798378,319426,West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,104.93612490752902,64.5205102397565
330,Uttar Dinajpur,3007134,1551066,1456068,1489667,853495,636172,1482943,1501170,39138,16702,39138,477,1916033,704859,385155,432,199307,2883,31210,1324,1622,683981,94269,West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,106.52428320655353,49.53776585945289
331,Dakshin Dinajpur,1676276,857199,819077,1083685,596474,487211,1232850,412788,37186,24794,37186,276,937283,465982,271423,148,168069,2518,24318,323,2786,390949,70077,West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,104.654263274393,64.64836339600399
332,Maldah,3988845,2051541,1937304,2086432,1152019,934413,1914352,2045151,54213,13209,54213,747,2511004,955283,520122,359,297716,5357,63525,639,7929,830318,128678,West Bengal,Maldah,25.08026802575105,88.17191684549356,105.89669974356116,52.30667022659442
333,Murshidabad,7103807,3627564,3476243,4055834,2177187,1878647,2359061,4707573,92742,18102,92742,766,4390564,1717594,991413,348,541169,7951,79729,3037,7429,1501066,350899,West Bengal,Murshidabad,24.25950655391121,88.16816860465121,104.3530040909108,57.09380899565543
334,Birbhum,3502404,1790920,1711484,2158447,1201481,956966,2181515,1298054,57010,10906,57010,582,2008655,952059,539463,258,333752,5210,39636,1152,6051,831044,134565,West Bengal,Birbhum,24.06389342723,87.65153089201888,104.6413521832515,61.62758493880204
335,Barddhaman,7717563,3966889,3750674,5247208,2918040,2329168,6008472,1599764,292585,21220,292585,16675,4149420,2265543,1292913,1602,1049943,32323,141387,1674,44968,1364868,862368,West Bengal,Barddhaman,23.444453888888884,87.8150581111111,105.76469722508541,67.99047834141425
336,Nadia,5167600,2653768,2513832,3480555,1878866,1601689,3728482,1382682,168314,33835,168314,849,2745828,1484986,934417,514,623729,12787,77210,281,16893,1081381,468390,West Bengal,Nadia,23.56410971055088,88.58293034547152,105.56664088928775,67.35341357690223
338,Hugli,5519145,2814653,2704492,4078388,2211777,1866611,4574569,870204,319815,7300,319815,2662,2766489,1688206,1060821,1730,965258,31725,118459,2160,49050,992085,647953,West Bengal,Hugli,22.87929264705881,88.00010264705891,104.07326033872535,73.89528631699294
339,Bankura,3596674,1838095,1758579,2232992,1299337,933655,3033581,290450,45126,3865,45126,386,1942335,1014764,637834,260,334670,4273,34128,2904,260694,900515,90885,West Bengal,Bankura,23.081280892857155,87.12640053571437,104.52160522785728,62.08491511880143
340,Puruliya,2930115,1496996,1433119,1624905,1002058,622847,2373120,227249,30675,8646,30675,622,1678057,764776,484166,209,189889,3551,32862,3052,309029,653219,99433,West Bengal,Puruliya,23.254192328767108,86.3968532876713,104.45720139081263,55.455331957960695
341,Haora,4850029,2500819,2349210,3605206,1942824,1662382,3535844,1270641,325053,8666,325053,4380,2587164,1423304,833104,1258,796953,30751,99261,9699,1265,483384,869313,West Bengal,Haora,22.401674174428507,87.99421176968654,106.45361632208275,74.33369986035136
342,Kolkata,4496694,2356766,2139928,3588137,1926915,1661222,3440290,926414,623579,39758,623579,13849,2025389,1433314,1014769,4771,927602,136618,252644,21178,1452,0,1308106,West Bengal,Kolkata,22.550581481481483,88.3527648148148,110.1329577443727,79.79500050481532
346,Garhwa,1322784,683575,639209,653476,405161,248315,1104475,194680,6798,17168,6798,123,860869,284036,177599,371,29373,565,8881,20,4591,272872,19180,Jharkhand,Garhwa,24.082114689265527,83.68664265536722,106.94076585279619,49.4015651837337
347,Chatra,1042886,533935,508951,510061,303902,206159,903179,116710,5307,6565,5307,888,692650,222892,126682,35,27037,590,9115,129,12936,200974,14528,Jharkhand,Chatra,24.11619945750453,84.93295804701627,104.9089205051174,48.908605542695945
349,Giridih,2445474,1258098,1187376,1253475,783736,469739,1856202,508586,16909,14645,16909,937,1597269,533788,312967,650,125431,1944,19976,1503,59218,452564,46886,Jharkhand,Giridih,24.30578509874329,86.08710915619386,105.9561587904758,51.256934238515726
350,Deoghar,1492073,775022,717051,793538,489837,303701,1165140,302626,26760,6027,26760,143,944961,338413,205514,188,130193,1944,13550,282,16067,257373,64337,Jharkhand,Deoghar,24.33070100755672,86.75697632241814,108.08464112036663,53.18359088328788
351,Godda,1313551,677927,635624,604519,376212,228307,937126,289182,7421,37795,7421,97,820367,308639,183519,128,43230,874,11925,115,47067,276454,15576,Jharkhand,Godda,24.8189,87.2941735483871,106.65534970359836,46.02173802159185
352,Sahibganj,1150567,589391,561176,483263,287303,195960,628044,398243,11545,83208,11545,198,745027,261849,137727,245,34879,591,9563,125,38426,223450,37543,Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,105.02783440489259,42.00216067382429
353,Pakur,900422,452661,447761,352881,206989,145892,410127,322963,5316,75865,5316,356,587976,206826,104418,283,31414,328,4535,222,88760,200588,16587,Jharkhand,Pakur,24.57260428082189,87.69691969178076,101.09433380754464,39.19062395188034
354,Dhanbad,2684487,1405956,1278531,1722204,1014950,707254,2149480,431762,83995,11243,83995,9727,1634835,648876,356445,331,427173,11568,46646,1268,77182,258764,405455,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,109.96651625967615,64.15393332133849
355,Bokaro,2062330,1072807,989523,1273520,759088,514432,1636460,241451,67157,13730,67157,4174,1261238,510375,282115,1890,274726,9754,37997,2045,160524,250312,258452,Jharkhand,Bokaro,23.6814965034965,85.98398374125864,108.41658051404566,61.75151406418953
356,Lohardaga,461790,232629,229161,259707,149568,110139,112378,95012,8016,16770,8016,51,298844,100340,62244,33,28769,351,2954,15,235987,96759,14725,Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,101.51334651184104,56.239199636198265
358,Palamu,1939869,1006302,933567,1024563,621706,402857,1683169,238295,17270,6164,17270,734,1244572,425668,268387,188,68238,2155,19981,284,5681,355529,52375,Jharkhand,Palamu,24.196925968109337,84.20310842824594,107.79108516046519,52.81609222066026
359,Latehar,726978,369666,357312,350682,209706,140976,473049,69808,2177,47653,2177,120,484084,152720,89870,128,38194,340,6240,16,133525,146377,14137,Jharkhand,Latehar,23.72511185840708,84.48298743362837,103.45748253627083,48.23832358063105
362,Dumka,1321442,668514,652928,672409,406275,266134,1044726,106865,11836,86404,11836,234,799323,324226,196164,267,62110,1193,10396,162,78622,303697,23281,Jharkhand,Dumka,24.275006125574265,87.27662450229711,102.38709321701627,50.88448830898366
363,Jamtara,791042,404830,386212,426312,258260,168052,550560,164406,5564,4419,5564,520,480895,189889,116810,118,49419,808,4959,783,68564,165555,20113,Jharkhand,Jamtara,23.97873318077801,86.95325080091534,104.82066844116702,53.89246083014555
364,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,1612239,410759,164237,193974,164237,4826,1742293,725938,409166,932,350908,22538,76565,2733,677445,420740,310242,Jharkhand,Ranchi,23.184235061391547,85.31781937244203,105.32798897497105,65.58912352496506
366,Gumla,1025213,514390,510823,559720,321795,237925,309563,51429,9108,202449,9108,221,643579,225871,155452,531,31687,831,7807,23,457468,216629,16445,Jharkhand,Gumla,23.078532948929148,84.55056787479396,100.69828492452375,54.5954840603855
367,Simdega,599578,300309,299269,343483,191991,151492,201524,15103,3472,306601,3472,51,357859,143560,97817,753,16865,423,4649,114,73930,144169,11114,Jharkhand,Simdega,22.608760391198054,84.59193691931536,100.34751344108477,57.28745884605506
371,Jharsuguda,579505,296690,282815,405879,228092,177787,553587,12783,18950,10462,18950,1441,320156,159477,98555,80,81433,2498,7555,70,67,103224,73962,Orissa,Jharsuguda,21.827058566978184,83.93581682242987,104.90603397981013,70.03891252016807
372,Sambalpur,1041099,526877,514222,703691,393192,310499,964188,20120,33612,50637,33612,2506,565700,286575,186726,310,126498,5231,14521,86,1117,220697,94798,Orissa,Sambalpur,21.515752380952385,84.34958483245157,102.46099933491762,67.59117048426711
374,Sundargarh,2093437,1061147,1032290,1342322,750147,592175,1532352,71391,77581,385011,77581,5713,1188918,573238,324436,710,223537,12787,35024,721,89986,387911,230151,Orissa,Sundargarh,22.06354819277107,84.50524819277099,102.79543539121758,64.12048702683673
376,Mayurbhanj,2519738,1256213,1263525,1369397,794171,575226,2113079,33706,29031,15008,29031,661,1449729,650135,414076,162,140189,2950,17999,109,351714,689110,64479,Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,99.42130151757979,54.34680113567363
377,Baleshwar,2320529,1185787,1134742,1621232,902359,718873,2197709,94254,36478,6434,36478,237,1303828,622575,390611,111,296834,7370,28289,201,18345,601154,82440,Orissa,Baleshwar,21.48570932311624,87.08085828011933,104.49837936729229,69.8647592854905
378,Bhadrak,1506337,760260,746077,1094140,596269,497871,1398543,104202,15864,745,15864,169,848660,393629,260486,81,164636,2637,15609,111,61,373862,54244,Orissa,Bhadrak,20.95262735257214,86.81496204516931,101.90101021744404,72.635804604149
379,Kendrapara,1440361,717814,722547,1089265,579970,509295,1386792,50247,15879,1423,15879,169,771284,374559,290894,62,173107,1628,11836,52,24,414749,23494,Orissa,Kendrapara,20.606319815982264,86.83763247572003,99.34495610666157,75.62444414976524
381,Cuttack,2624470,1352760,1271710,2011469,1103033,908436,2457729,141263,103177,11985,103177,1026,1372301,743090,499895,6276,349587,15046,40589,1180,168,579529,210768,Orissa,Cuttack,20.407640646029623,85.7776810228802,106.3733083800552,76.64286503560719
383,Dhenkanal,1192811,612593,580218,829910,464093,365817,1185542,4805,19846,727,19846,124,641697,326233,222398,366,117172,1810,10600,39,139,315390,36979,Orissa,Dhenkanal,20.79887159353349,85.53226836027711,105.57979931680852,69.57598479557952
385,Nayagarh,962789,502636,460153,688362,392333,296029,955754,5278,11159,383,11159,107,502136,262086,196994,33,124984,1163,8278,24,12,261646,26688,Orissa,Nayagarh,20.192895622119817,85.05614700460825,109.23236401805487,71.49666230087797
386,Khordha,2251673,1167137,1084536,1749936,957515,792421,2147632,84060,160277,12527,160277,1264,1199521,653346,391701,475,349860,35701,75588,476,434,331834,356895,Orissa,Khordha,20.054162322274863,85.52234834123229,107.61625248032338,77.7171463174271
387,Puri,1698730,865380,833350,1291939,704857,587082,1644905,46094,33331,4239,33331,193,888134,477430,328666,243,201605,3416,16006,94,302,402014,72210,Orissa,Puri,19.83509174603177,85.86698989898981,103.84352312953742,76.05322799974098
388,Ganjam,3529031,1779218,1749813,2210050,1262652,947398,3486059,13315,120191,23975,120191,590,1980232,924756,613249,174,405298,9049,41059,170,76,795476,219918,Orissa,Ganjam,19.2632617564534,84.80297710437702,101.68046528400463,62.62483950976912
389,Gajapati,577817,282882,294935,262537,153663,108874,353160,1556,12035,219482,12035,53,345387,144043,85072,2180,63112,635,5523,66,4,152095,23050,Orissa,Gajapati,19.121080882352945,84.14015091911759,95.91333683693017,45.436011747664054
390,Kandhamal,733110,359945,373165,399786,233900,165886,580300,2138,6938,148895,6938,82,436625,177471,117777,290,28736,768,6609,47,23,218446,24489,Orissa,Kandhamal,20.092878624813142,84.02216352765326,96.45733120737475,54.53288046814257
394,Nuapada,610382,301962,308420,299383,180903,118480,601092,4952,6414,1778,6414,724,344075,152681,112325,76,43976,757,4221,905,22,197258,11869,Orissa,Nuapada,20.471309512195116,82.59152536585364,97.90610206860775,49.048464731921975
395,Kalahandi,1576869,787101,789768,802036,484177,317859,1555367,4975,17610,11160,17610,796,880160,415778,275533,175,91171,1953,12622,1225,220,456336,38412,Orissa,Kalahandi,19.784253092783523,83.1124043814433,99.66230589236332,50.86256372596583
396,Rayagada,967911,471960,495951,407735,241959,165776,874445,4607,24924,84916,24924,219,577569,245766,140825,249,61543,1553,9166,123,44,237343,49205,Orissa,Rayagada,19.292840020060204,83.45860120361095,95.16262695306594,42.125257384201646
398,Koraput,1379647,678809,700838,568090,340843,227247,1294151,8850,39631,68550,39631,518,818578,348803,207206,219,85766,3988,17294,491,3384,381789,78339,Orissa,Koraput,18.82627794779476,82.81278469846964,96.85676290383797,41.17647485190052
399,Malkangiri,613192,303624,309568,244706,147001,97705,600219,1871,4738,10039,4738,213,381913,146355,83284,43,24604,448,3908,195,35,167884,15839,Orissa,Malkangiri,18.25227930367506,81.98293636363628,98.07990489973125,39.906913332202635
400,Koriya,658917,334737,324180,397823,229923,167900,604259,25878,25605,9398,25605,1391,399581,165022,94073,84,80023,1667,7609,1155,15474,121852,59763,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,103.2565241532482,60.375282471085136
401,Surguja,2359886,1193129,1166757,1187941,694686,493255,2126195,81442,29433,97432,29433,2303,1441436,561915,355077,1287,253131,2737,18983,623,48295,525596,65167,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,102.26028213244061,50.33891467638691
402,Jashpur,851669,424747,426922,495415,280656,214759,629509,15336,6628,189588,6628,474,488965,214455,148100,467,76783,567,5755,694,14835,205670,20722,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,99.49053925541433,58.16989933882765
403,Raigarh,1493984,750278,743706,951639,542756,408883,1422986,17332,27771,47653,27771,2117,841958,398257,253488,781,297308,3342,13857,409,1782,354278,66638,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,100.88368253046231,63.6980717330306
403,Raigarh,1493984,750278,743706,951639,542756,408883,1422986,17332,27771,47653,27771,2117,841958,398257,253488,781,297308,3342,13857,409,1782,354278,66638,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,100.88368253046231,63.6980717330306
520,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,328277,17452,328277,7477,1414154,748339,462741,121791,547206,38570,96301,12260,1159,581868,377160,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,104.22450585530932,73.64642016551515
520,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,328277,17452,328277,7477,1414154,748339,462741,121791,547206,38570,96301,12260,1159,581868,377160,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,104.22450585530932,73.64642016551515
404,Korba,1206640,612915,593725,748759,433391,315368,1133176,30195,43357,21059,43357,3666,729708,309479,166959,897,202380,4544,18004,753,15649,206598,126055,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,103.23213608994062,62.05322217065571
409,Durg,3343872,1682101,1661771,2303378,1284612,1018766,3129745,83499,129193,24304,129193,24276,1919832,898241,523656,19587,614109,16141,51289,17209,42569,533448,349741,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,101.22339359634991,68.88355774383709
410,Raipur,4063872,2048186,2015686,2629749,1493158,1136591,3881485,103038,166505,23181,166505,16707,2454299,1038155,560184,8397,728556,20261,59523,17137,10680,673499,395001,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,101.61235430518445,64.71042887177549
411,Mahasamund,1032754,511967,520787,637963,364089,273874,1008061,12570,13200,5284,13200,2941,582544,272009,177826,521,212487,961,5614,1495,1417,274793,35774,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,98.30640933817473,61.772987565286606
